incident_id,incident_label,regulation_id,regulation_label,classification,cosine,linked_by_threshold
CASE_bais-tni-intelligence-leak-2024,BAIS-TNI-INTELLIGENCE-LEAK-2024 - Sekitar 24-27 Juni 2024 'MoonzHaxor' mengklai...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2858,0
CASE_inafis-polri-fingerprint-leak-2024,INAFIS-POLRI-FINGERPRINT-LEAK-2024 - Pada 22 Juni 2024 'MoonzHaxor' mengunggah dat...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2204,0
CASE_pedulilindungi-jokowi-cert-2021,PEDULILINDUNGI-JOKOWI-CERT-2021 - Awal September 2021 sertifikat vaksin Preside...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2307,0
CASE_kemenkes-patient-records-2022,KEMENKES-PATIENT-RECORDS-2022 - Pada 6 Januari 2022 Kemenkes mengakui menyeli...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2533,0
CASE_bpjs-kesehatan-279m-2021,BPJS-KESEHATAN-279M-2021 - Pada Mei 2021 akun RaidForums 'Kotz' menjual ...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2130,0
CASE_ehac-covid-app-leak-2021,EHAC-COVID-APP-LEAK-2021 - Pada 15 Juli 2021 tim vpnMentor menemukan bas...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.3477,0
CASE_wannacry-hospitals-2017,WANNACRY-HOSPITALS-2017 - Pada pertengahan Mei 2017; saat wabah WannaCr...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1117,0
CASE_pedulilindungi-id-gambling-hijack-2025,PEDULILINDUNGI-ID-GAMBLING-HIJACK-2025 - Sekitar 19-20 Mei 2025 situs legacy PeduliLin...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1480,0
CASE_satusehat-kotim-breach-2025,SATUSEHAT-KOTIM-BREACH-2025 - Sekitar 7 Agustus 2025 pengguna baru forum da...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1165,0
CASE_kemendikbud-leak-claim-2025,KEMENDIKBUD-LEAK-CLAIM-2025 - Awal Februari 2025 anggota BreachForums (teri...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.3300,0
CASE_kejaksaan-agung-defacement-2025,KEJAKSAAN-AGUNG-DEFACEMENT-2025 - Pada Februari 2025 situs resmi Kejaksaan Agun...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2774,0
CASE_ugm-ft-website-defacement-2022,UGM-FT-WEBSITE-DEFACEMENT-2022 - Pada Desember 2022 peretas beralias 'Bangsin'...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1712,0
CASE_bsi-lockbit-ransomware-2023,BSI-LOCKBIT-RANSOMWARE-2023 - Pada 8 Mei 2023 layanan ATM dan cabang BSI lu...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.3036,0
CASE_bank-indonesia-conti-ransomware-2022,BANK-INDONESIA-CONTI-RANSOMWARE-2022 - Bank Indonesia mengonfirmasi serangan ransomw...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2268,0
CASE_indodax-crypto-hack-2024,INDODAX-CRYPTO-HACK-2024 - Pada 11 September 2024 penyerang menguras hot...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2903,0
CASE_kreditplus-data-leak-2020,KREDITPLUS-DATA-LEAK-2020 - Data ~896.169 nasabah KreditPlus dijual di Ra...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1500,0
CASE_cermati-data-breach-2020,CERMATI-DATA-BREACH-2020 - Data 2;9 juta pengguna Cermati dijual ~USD 2....,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1847,0
CASE_bri-life-data-leak-2021,BRI-LIFE-DATA-LEAK-2021 - Akhir Juli 2021 pengguna RaidForums menawarka...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2462,0
CASE_adakami-pinjol-conduct-2023,ADAKAMI-PINJOL-CONDUCT-2023 - Pada September 2023; laporan viral menuding s...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.3702,0
CASE_bank-jatim-bifast-fraud-2024,BANK-JATIM-BIFAST-FRAUD-2024 - Pada 22 Juni 2024; antara ~12.22-15.38 WIB; 4...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2747,0
CASE_bank-dki-bifast-breach-2025,BANK-DKI-BIFAST-BREACH-2025 - Pada 29 Maret 2025 sistem pembayaran Bank DKI...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2866,0
CASE_tokopedia-91m-2020,TOKOPEDIA-91M-2020 - Maret 2020 basis data pengguna Tokopedia dicu...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2105,0
CASE_bukalapak-13m-2019,BUKALAPAK-13M-2019 - Maret 2019 Gnosticplayers menjual batch keemp...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1693,0
CASE_bhinneka-1-2m-2020,BHINNEKA-1-2M-2020 - Bhinneka.com dibobol pada 27 Januari 2020; Ju...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1312,0
CASE_lazada-redmart-1-1m-2020,LAZADA-REDMART-1-1M-2020 - Pada 29 Oktober 2020 Lazada menemukan akses i...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2086,0
CASE_indihome-browsing-26m-2022,INDIHOME-BROWSING-26M-2022 - Agustus 2022 'Bjorka' memuat dataset 26.730.7...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1374,0
CASE_myindihome-35m-2023,MYINDIHOME-35M-2023 - Awal Juli 2023 'Bjorka' menawarkan ~35;9 juta...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1986,0
CASE_pln-customer-data-leak-2022,PLN-CUSTOMER-DATA-LEAK-2022 - Agustus 2022 data >17 juta pelanggan PLN dita...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2111,0
CASE_mypertamina-44m-2022,MYPERTAMINA-44M-2022 - November 2022 dataset yang diatribusikan ke M...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.2601,0
CASE_jasamarga-jmto-breach-2022,JASAMARGA-JMTO-BREACH-2022 - Pada 25 Agustus 2022 DESORDEN mengumumkan mem...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1686,0
CASE_kai-stormous-ransomware-2024,KAI-STORMOUS-RANSOMWARE-2024 - Januari 2024 Stormous mengklaim membobol PT K...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.3232,0
CASE_malindo-lionair-30m-2019,MALINDO-LIONAIR-30M-2019 - September 2019 data penumpang anak usaha Lion...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1866,0
CASE_prabowo-deepfake-aid-scam-2024,PRABOWO-DEEPFAKE-AID-SCAM-2024 - Mulai ~Desember 2024 penipu menyebar video de...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.3346,0
CASE_undip-deepfake-ncii-2025,UNDIP-DEEPFAKE-NCII-2025 - Seorang mahasiswa hukum Undip diam-diam memot...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1825,0
CASE_suharto-deepfake-golkar-2024,SUHARTO-DEEPFAKE-GOLKAR-2024 - Pada 6 Januari 2024 Erwin Aksa mengunggah ke ...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1516,0
CASE_election-candidate-deepfakes-2024,ELECTION-CANDIDATE-DEEPFAKES-2024 - Menjelang Pemilu 14 Februari 2024; video deep...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.1498,0
CASE_sri-mulyani-deepfake-2025,SRI-MULYANI-DEEPFAKE-2025 - Pertengahan Agustus 2025 sebuah deepfake mema...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.3140,0
CASE_ojk-ai-voice-deepfake-fraud-2025,OJK-AI-VOICE-DEEPFAKE-FRAUD-2025 - OJK melaporkan dua metode penipuan AI paling ...,EU_AI_Act_2024_Article_101,EU_AI_Act_2024 - Article 101,Intl: Binding Law,0.4106,0
CASE_pdns2-surabaya-ransomware-2024,PDNS2-SURABAYA-RANSOMWARE-2024 - Pada 20 Juni 2024 PDNS 2 Surabaya dienkripsi ...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.3061,0
CASE_bkn-asn-leak-topiax-2024,BKN-ASN-LEAK-TOPIAX-2024 - Pada 10 Agustus 2024 pengguna BreachForums 'T...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2245,0
CASE_bkn-teacher-intrusion-2024,BKN-TEACHER-INTRUSION-2024 - Pada September 2024 polisi menangkap seorang ...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1121,0
CASE_kpu-dpt-jimbo-2023,KPU-DPT-JIMBO-2023 - Sekitar 27-28 November 2023 'Jimbo' menawarka...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1580,0
CASE_bjorka-sim-registration-1-3b-2022,BJORKA-SIM-REGISTRATION-1-3B-2022 - Pada 31 Agustus-1 September 2022 'Bjorka' men...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2030,0
CASE_immigration-passport-leak-2023,IMMIGRATION-PASSPORT-LEAK-2023 - Pada 5 Juli 2023 peneliti Teguh Aprianto mela...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1680,0
CASE_npwp-tax-bjorka-2024,NPWP-TAX-BJORKA-2024 - Pada 18 September 2024 'Bjorka' menawarkan ~6...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2007,0
CASE_bais-tni-intelligence-leak-2024,BAIS-TNI-INTELLIGENCE-LEAK-2024 - Sekitar 24-27 Juni 2024 'MoonzHaxor' mengklai...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.3458,0
CASE_inafis-polri-fingerprint-leak-2024,INAFIS-POLRI-FINGERPRINT-LEAK-2024 - Pada 22 Juni 2024 'MoonzHaxor' mengunggah dat...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2799,0
CASE_pedulilindungi-jokowi-cert-2021,PEDULILINDUNGI-JOKOWI-CERT-2021 - Awal September 2021 sertifikat vaksin Preside...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.3470,0
CASE_kemenkes-patient-records-2022,KEMENKES-PATIENT-RECORDS-2022 - Pada 6 Januari 2022 Kemenkes mengakui menyeli...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2267,0
CASE_bpjs-kesehatan-279m-2021,BPJS-KESEHATAN-279M-2021 - Pada Mei 2021 akun RaidForums 'Kotz' menjual ...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1398,0
CASE_ehac-covid-app-leak-2021,EHAC-COVID-APP-LEAK-2021 - Pada 15 Juli 2021 tim vpnMentor menemukan bas...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.3083,0
CASE_wannacry-hospitals-2017,WANNACRY-HOSPITALS-2017 - Pada pertengahan Mei 2017; saat wabah WannaCr...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1329,0
CASE_pedulilindungi-id-gambling-hijack-2025,PEDULILINDUNGI-ID-GAMBLING-HIJACK-2025 - Sekitar 19-20 Mei 2025 situs legacy PeduliLin...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2008,0
CASE_satusehat-kotim-breach-2025,SATUSEHAT-KOTIM-BREACH-2025 - Sekitar 7 Agustus 2025 pengguna baru forum da...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2167,0
CASE_kemendikbud-leak-claim-2025,KEMENDIKBUD-LEAK-CLAIM-2025 - Awal Februari 2025 anggota BreachForums (teri...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2987,0
CASE_kejaksaan-agung-defacement-2025,KEJAKSAAN-AGUNG-DEFACEMENT-2025 - Pada Februari 2025 situs resmi Kejaksaan Agun...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.3368,0
CASE_ugm-ft-website-defacement-2022,UGM-FT-WEBSITE-DEFACEMENT-2022 - Pada Desember 2022 peretas beralias 'Bangsin'...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2228,0
CASE_bsi-lockbit-ransomware-2023,BSI-LOCKBIT-RANSOMWARE-2023 - Pada 8 Mei 2023 layanan ATM dan cabang BSI lu...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1814,0
CASE_bank-indonesia-conti-ransomware-2022,BANK-INDONESIA-CONTI-RANSOMWARE-2022 - Bank Indonesia mengonfirmasi serangan ransomw...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2508,0
CASE_indodax-crypto-hack-2024,INDODAX-CRYPTO-HACK-2024 - Pada 11 September 2024 penyerang menguras hot...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1671,0
CASE_kreditplus-data-leak-2020,KREDITPLUS-DATA-LEAK-2020 - Data ~896.169 nasabah KreditPlus dijual di Ra...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2091,0
CASE_cermati-data-breach-2020,CERMATI-DATA-BREACH-2020 - Data 2;9 juta pengguna Cermati dijual ~USD 2....,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1961,0
CASE_bri-life-data-leak-2021,BRI-LIFE-DATA-LEAK-2021 - Akhir Juli 2021 pengguna RaidForums menawarka...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2374,0
CASE_adakami-pinjol-conduct-2023,ADAKAMI-PINJOL-CONDUCT-2023 - Pada September 2023; laporan viral menuding s...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.3625,0
CASE_bank-jatim-bifast-fraud-2024,BANK-JATIM-BIFAST-FRAUD-2024 - Pada 22 Juni 2024; antara ~12.22-15.38 WIB; 4...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1919,0
CASE_bank-dki-bifast-breach-2025,BANK-DKI-BIFAST-BREACH-2025 - Pada 29 Maret 2025 sistem pembayaran Bank DKI...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2063,0
CASE_tokopedia-91m-2020,TOKOPEDIA-91M-2020 - Maret 2020 basis data pengguna Tokopedia dicu...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1353,0
CASE_bukalapak-13m-2019,BUKALAPAK-13M-2019 - Maret 2019 Gnosticplayers menjual batch keemp...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1013,0
CASE_bhinneka-1-2m-2020,BHINNEKA-1-2M-2020 - Bhinneka.com dibobol pada 27 Januari 2020; Ju...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1238,0
CASE_lazada-redmart-1-1m-2020,LAZADA-REDMART-1-1M-2020 - Pada 29 Oktober 2020 Lazada menemukan akses i...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.0958,0
CASE_indihome-browsing-26m-2022,INDIHOME-BROWSING-26M-2022 - Agustus 2022 'Bjorka' memuat dataset 26.730.7...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2556,0
CASE_myindihome-35m-2023,MYINDIHOME-35M-2023 - Awal Juli 2023 'Bjorka' menawarkan ~35;9 juta...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2010,0
CASE_pln-customer-data-leak-2022,PLN-CUSTOMER-DATA-LEAK-2022 - Agustus 2022 data >17 juta pelanggan PLN dita...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2209,0
CASE_mypertamina-44m-2022,MYPERTAMINA-44M-2022 - November 2022 dataset yang diatribusikan ke M...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1487,0
CASE_jasamarga-jmto-breach-2022,JASAMARGA-JMTO-BREACH-2022 - Pada 25 Agustus 2022 DESORDEN mengumumkan mem...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1823,0
CASE_kai-stormous-ransomware-2024,KAI-STORMOUS-RANSOMWARE-2024 - Januari 2024 Stormous mengklaim membobol PT K...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.3304,0
CASE_malindo-lionair-30m-2019,MALINDO-LIONAIR-30M-2019 - September 2019 data penumpang anak usaha Lion...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1546,0
CASE_prabowo-deepfake-aid-scam-2024,PRABOWO-DEEPFAKE-AID-SCAM-2024 - Mulai ~Desember 2024 penipu menyebar video de...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2778,0
CASE_undip-deepfake-ncii-2025,UNDIP-DEEPFAKE-NCII-2025 - Seorang mahasiswa hukum Undip diam-diam memot...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.1929,0
CASE_suharto-deepfake-golkar-2024,SUHARTO-DEEPFAKE-GOLKAR-2024 - Pada 6 Januari 2024 Erwin Aksa mengunggah ke ...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2360,0
CASE_election-candidate-deepfakes-2024,ELECTION-CANDIDATE-DEEPFAKES-2024 - Menjelang Pemilu 14 Februari 2024; video deep...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.2427,0
CASE_sri-mulyani-deepfake-2025,SRI-MULYANI-DEEPFAKE-2025 - Pertengahan Agustus 2025 sebuah deepfake mema...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.3269,0
CASE_ojk-ai-voice-deepfake-fraud-2025,OJK-AI-VOICE-DEEPFAKE-FRAUD-2025 - OJK melaporkan dua metode penipuan AI paling ...,EU_AI_Act_2024_Article_105,EU_AI_Act_2024 - Article 105,Intl: Binding Law,0.3090,0
CASE_pdns2-surabaya-ransomware-2024,PDNS2-SURABAYA-RANSOMWARE-2024 - Pada 20 Juni 2024 PDNS 2 Surabaya dienkripsi ...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.2486,0
CASE_bkn-asn-leak-topiax-2024,BKN-ASN-LEAK-TOPIAX-2024 - Pada 10 Agustus 2024 pengguna BreachForums 'T...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1764,0
CASE_bkn-teacher-intrusion-2024,BKN-TEACHER-INTRUSION-2024 - Pada September 2024 polisi menangkap seorang ...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.0933,0
CASE_kpu-dpt-jimbo-2023,KPU-DPT-JIMBO-2023 - Sekitar 27-28 November 2023 'Jimbo' menawarka...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1104,0
CASE_bjorka-sim-registration-1-3b-2022,BJORKA-SIM-REGISTRATION-1-3B-2022 - Pada 31 Agustus-1 September 2022 'Bjorka' men...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1742,0
CASE_immigration-passport-leak-2023,IMMIGRATION-PASSPORT-LEAK-2023 - Pada 5 Juli 2023 peneliti Teguh Aprianto mela...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1962,0
CASE_npwp-tax-bjorka-2024,NPWP-TAX-BJORKA-2024 - Pada 18 September 2024 'Bjorka' menawarkan ~6...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1865,0
CASE_bais-tni-intelligence-leak-2024,BAIS-TNI-INTELLIGENCE-LEAK-2024 - Sekitar 24-27 Juni 2024 'MoonzHaxor' mengklai...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.2761,0
CASE_inafis-polri-fingerprint-leak-2024,INAFIS-POLRI-FINGERPRINT-LEAK-2024 - Pada 22 Juni 2024 'MoonzHaxor' mengunggah dat...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.2335,0
CASE_pedulilindungi-jokowi-cert-2021,PEDULILINDUNGI-JOKOWI-CERT-2021 - Awal September 2021 sertifikat vaksin Preside...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.3333,0
CASE_kemenkes-patient-records-2022,KEMENKES-PATIENT-RECORDS-2022 - Pada 6 Januari 2022 Kemenkes mengakui menyeli...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1863,0
CASE_bpjs-kesehatan-279m-2021,BPJS-KESEHATAN-279M-2021 - Pada Mei 2021 akun RaidForums 'Kotz' menjual ...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1428,0
CASE_ehac-covid-app-leak-2021,EHAC-COVID-APP-LEAK-2021 - Pada 15 Juli 2021 tim vpnMentor menemukan bas...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.2467,0
CASE_wannacry-hospitals-2017,WANNACRY-HOSPITALS-2017 - Pada pertengahan Mei 2017; saat wabah WannaCr...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.0967,0
CASE_pedulilindungi-id-gambling-hijack-2025,PEDULILINDUNGI-ID-GAMBLING-HIJACK-2025 - Sekitar 19-20 Mei 2025 situs legacy PeduliLin...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1528,0
CASE_satusehat-kotim-breach-2025,SATUSEHAT-KOTIM-BREACH-2025 - Sekitar 7 Agustus 2025 pengguna baru forum da...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1683,0
CASE_kemendikbud-leak-claim-2025,KEMENDIKBUD-LEAK-CLAIM-2025 - Awal Februari 2025 anggota BreachForums (teri...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.2477,0
CASE_kejaksaan-agung-defacement-2025,KEJAKSAAN-AGUNG-DEFACEMENT-2025 - Pada Februari 2025 situs resmi Kejaksaan Agun...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.3039,0
CASE_ugm-ft-website-defacement-2022,UGM-FT-WEBSITE-DEFACEMENT-2022 - Pada Desember 2022 peretas beralias 'Bangsin'...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1629,0
CASE_bsi-lockbit-ransomware-2023,BSI-LOCKBIT-RANSOMWARE-2023 - Pada 8 Mei 2023 layanan ATM dan cabang BSI lu...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1400,0
CASE_bank-indonesia-conti-ransomware-2022,BANK-INDONESIA-CONTI-RANSOMWARE-2022 - Bank Indonesia mengonfirmasi serangan ransomw...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1982,0
CASE_indodax-crypto-hack-2024,INDODAX-CRYPTO-HACK-2024 - Pada 11 September 2024 penyerang menguras hot...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1691,0
CASE_kreditplus-data-leak-2020,KREDITPLUS-DATA-LEAK-2020 - Data ~896.169 nasabah KreditPlus dijual di Ra...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1546,0
CASE_cermati-data-breach-2020,CERMATI-DATA-BREACH-2020 - Data 2;9 juta pengguna Cermati dijual ~USD 2....,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1820,0
CASE_bri-life-data-leak-2021,BRI-LIFE-DATA-LEAK-2021 - Akhir Juli 2021 pengguna RaidForums menawarka...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.2124,0
CASE_adakami-pinjol-conduct-2023,ADAKAMI-PINJOL-CONDUCT-2023 - Pada September 2023; laporan viral menuding s...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.3409,0
CASE_bank-jatim-bifast-fraud-2024,BANK-JATIM-BIFAST-FRAUD-2024 - Pada 22 Juni 2024; antara ~12.22-15.38 WIB; 4...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.2033,0
CASE_bank-dki-bifast-breach-2025,BANK-DKI-BIFAST-BREACH-2025 - Pada 29 Maret 2025 sistem pembayaran Bank DKI...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1531,0
CASE_tokopedia-91m-2020,TOKOPEDIA-91M-2020 - Maret 2020 basis data pengguna Tokopedia dicu...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.1428,0
CASE_bukalapak-13m-2019,BUKALAPAK-13M-2019 - Maret 2019 Gnosticplayers menjual batch keemp...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.0982,0
CASE_bhinneka-1-2m-2020,BHINNEKA-1-2M-2020 - Bhinneka.com dibobol pada 27 Januari 2020; Ju...,EU_AI_Act_2024_Article_106,EU_AI_Act_2024 - Article 106,Intl: Binding Law,0.0750,0
